Class,Timestamp,x1,y1,x2,y2
G_Matriarche,255.1,193,240,260,277
Pterophyllum_Scalare_Y,255.1,860,286,910,350
Pterophyllum_Scalare_B,255.1,896,575,975,664
Pterophyllum_Scalare_W,255.1,1148,248,1175,323
Pterophyllum_Scalare_YWB,255.1,84,280,106,376
Pterophyllum_Scalare_BB,255.1,344,300,406,361
Pterophyllum_Scalare_Y,255.2,860,287,911,354
G_Matriarche,255.2,190,244,259,279
Pterophyllum_Scalare_YWB,255.2,83,279,106,377
Pterophyllum_Scalare_B,255.2,895,578,973,665
Pterophyllum_Scalare_BB,255.2,345,248,406,359
Pterophyllum_Scalare_BB,255.2,345,301,406,360
Pterophyllum_Scalare_W,255.2,1146,251,1174,325
Pterophyllum_Scalare_YWB,255.3,84,280,106,378
Pterophyllum_Scalare_BB,255.3,345,304,408,360
Pterophyllum_Scalare_W,255.3,1143,252,1174,329
G_Matriarche,255.3,189,250,258,282
Pterophyllum_Scalare_Y,255.3,859,287,910,353
Pterophyllum_Scalare_B,255.3,894,573,973,665
Pterophyllum_Scalare_W,255.4,1140,253,1173,333
Pterophyllum_Scalare_BB,255.4,345,306,406,361
Pterophyllum_Scalare_Y,255.4,858,286,913,354
G_Matriarche,255.4,188,255,254,285
Pterophyllum_Scalare_YWB,255.4,83,280,107,378
Pterophyllum_Scalare_B,255.4,891,573,973,663
Corydoras_Albinos,255.5,344,359,389,412
Pterophyllum_Scalare_YWB,255.5,84,279,107,378
Pterophyllum_Scalare_W,255.5,1137,255,1173,335
Pterophyllum_Scalare_BB,255.5,346,307,404,362
G_Matriarche,255.5,185,256,253,288
Pterophyllum_Scalare_Y,255.5,857,287,915,355
Pterophyllum_Scalare_B,255.5,887,571,972,662
Pterophyllum_Scalare_YWB,255.6,84,282,108,377
Pterophyllum_Scalare_B,255.6,880,571,969,659
Pterophyllum_Scalare_Y,255.6,855,288,914,357
G_Matriarche,255.6,185,258,251,290
Pterophyllum_Scalare_BB,255.6,347,309,403,362
Pterophyllum_Scalare_W,255.6,1136,257,1172,339
Pterophyllum_Scalare_B,255.7,879,569,964,655
Pterophyllum_Scalare_YWB,255.7,84,281,109,378
Pterophyllum_Scalare_BB,255.7,347,309,403,364
G_Matriarche,255.7,187,260,248,292
Pterophyllum_Scalare_Y,255.7,854,290,914,357
Pterophyllum_Scalare_W,255.7,1134,258,1171,342
G_Matriarche,255.8,186,260,247,294
Pterophyllum_Scalare_BB,255.8,347,311,402,362
Pterophyllum_Scalare_YWB,255.8,83,281,110,382
Pterophyllum_Scalare_B,255.8,870,575,961,653
Corydoras_Albinos,255.8,339,360,387,411
Pterophyllum_Scalare_Y,255.8,854,289,912,357
Pterophyllum_Scalare_W,255.8,1132,260,1171,342
Pterophyllum_Scalare_YWB,255.9,83,282,111,383
G_Matriarche,255.9,185,262,248,295
Pterophyllum_Scalare_BB,255.9,344,311,404,367
Pterophyllum_Scalare_Y,255.9,853,290,914,358
Pterophyllum_Scalare_W,255.9,1130,262,1170,344
Pterophyllum_Scalare_BB,256.0,342,312,405,367
G_Matriarche,256.0,181,263,245,296
Corydoras_Albinos,256.0,717,630,767,660
Pterophyllum_Scalare_YWB,256.0,84,282,112,383
Pterophyllum_Scalare_W,256.0,1129,263,1169,346
Pterophyllum_Scalare_Y,256.0,853,288,918,361
Pterophyllum_Scalare_W,256.1,1128,264,1168,346
Pterophyllum_Scalare_BB,256.1,339,314,405,371
Pterophyllum_Scalare_YWB,256.1,83,282,113,383
G_Matriarche,256.1,182,264,245,298
Pterophyllum_Scalare_Y,256.1,852,289,915,364
Pterophyllum_Scalare_YWB,256.2,84,283,113,383
Corydoras_Albinos,256.2,716,630,766,660
Pterophyllum_Scalare_W,256.2,1127,265,1167,349
G_Matriarche,256.2,182,264,246,298
Pterophyllum_Scalare_BB,256.2,342,315,406,374
Pterophyllum_Scalare_B,256.2,870,572,958,651
Pterophyllum_Scalare_Y,256.2,850,293,912,363
Pterophyllum_Scalare_Y,256.3,849,290,913,363
G_Matriarche,256.3,182,265,243,298
Pterophyllum_Scalare_BB,256.3,341,318,406,378
Pterophyllum_Scalare_W,256.3,1125,266,1167,350
Pterophyllum_Scalare_YWB,256.3,84,284,113,383
Pterophyllum_Scalare_W,256.4,1123,267,1166,351
Pterophyllum_Scalare_BB,256.4,340,319,407,376
G_Matriarche,256.4,182,266,244,299
Pterophyllum_Scalare_Y,256.4,848,293,910,363
Pterophyllum_Scalare_YWB,256.4,84,286,113,383
Pterophyllum_Scalare_W,256.5,1122,268,1166,352
G_Matriarche,256.5,183,266,244,298
Pterophyllum_Scalare_Y,256.5,846,292,914,365
Pterophyllum_Scalare_YWB,256.5,84,287,112,384
Pterophyllum_Scalare_BB,256.5,341,321,409,377
Pterophyllum_Scalare_YWB,256.6,84,287,112,384
Corydoras_Panda,256.6,762,468,807,497
Pterophyllum_Scalare_Y,256.6,844,294,913,364
Pterophyllum_Scalare_W,256.6,1122,269,1166,353
Pterophyllum_Scalare_BB,256.6,343,322,410,388
G_Matriarche,256.6,181,267,241,299
Pterophyllum_Scalare_W,256.7,1121,270,1165,353
Corydoras_Albinos,256.7,340,370,384,418
Pterophyllum_Scalare_Y,256.7,842,291,913,365
Pterophyllum_Scalare_YWB,256.7,83,287,113,386
Pterophyllum_Scalare_BB,256.7,340,323,410,384
G_Matriarche,256.7,181,266,242,299
Pterophyllum_Scalare_Y,256.8,841,292,911,366
G_Matriarche,256.8,178,269,237,301
Pterophyllum_Scalare_BB,256.8,338,324,411,400
Pterophyllum_Scalare_W,256.8,1120,271,1166,354
Pterophyllum_Scalare_YWB,256.8,84,287,113,387
Pterophyllum_Scalare_BB,256.9,337,326,411,401
G_Matriarche,256.9,178,271,239,303
Pterophyllum_Scalare_YWB,256.9,84,290,112,387
Pterophyllum_Scalare_Y,256.9,839,292,910,366
Pterophyllum_Scalare_W,256.9,1120,271,1165,354
Pterophyllum_Scalare_Y,257.0,838,293,913,368
Pterophyllum_Scalare_W,257.0,1119,272,1165,355
Pterophyllum_Scalare_YWB,257.0,84,292,112,387
Pterophyllum_Scalare_BB,257.0,335,328,411,392
G_Matriarche,257.0,176,273,237,304
G_Matriarche,257.1,177,275,237,305
Pterophyllum_Scalare_Y,257.1,835,293,911,369
Pterophyllum_Scalare_W,257.1,1119,274,1164,355
Pterophyllum_Scalare_BB,257.1,336,330,411,396
Pterophyllum_Scalare_YWB,257.1,84,294,111,389
Pterophyllum_Scalare_YWB,257.2,84,298,111,391
Pterophyllum_Scalare_Y,257.2,834,292,908,369
Pterophyllum_Scalare_W,257.2,1119,275,1164,355
Pterophyllum_Scalare_BB,257.2,336,332,412,394
Pterophyllum_Scalare_BB,257.3,336,334,412,394
Pterophyllum_Scalare_W,257.3,1119,275,1164,355
Pterophyllum_Scalare_Y,257.3,834,292,914,370
Pterophyllum_Scalare_YWB,257.3,84,303,111,394
Pterophyllum_Scalare_BB,257.4,339,335,413,396
Pterophyllum_Scalare_YWB,257.4,84,305,112,397
Pterophyllum_Scalare_Y,257.4,832,293,907,370
Pterophyllum_Scalare_W,257.4,1118,276,1164,355
Pterophyllum_Scalare_W,257.5,1118,277,1164,356
Pterophyllum_Scalare_Y,257.5,831,293,906,370
Pterophyllum_Scalare_BB,257.5,340,335,414,399
Pterophyllum_Scalare_YWB,257.5,85,309,112,399
Pterophyllum_Scalare_YWB,257.6,85,311,112,401
Pterophyllum_Scalare_Y,257.6,830,293,904,370
Pterophyllum_Scalare_W,257.6,1117,278,1164,356
Pterophyllum_Scalare_BB,257.6,342,337,416,406
Pterophyllum_Scalare_YWB,257.7,85,313,114,403
Pterophyllum_Scalare_Y,257.7,829,292,905,370
Pterophyllum_Scalare_W,257.7,1118,279,1164,355
Pterophyllum_Scalare_BB,257.7,343,337,418,415
Pterophyllum_Scalare_BB,257.8,351,340,421,395
Pterophyllum_Scalare_YWB,257.8,86,316,114,405
Pterophyllum_Scalare_W,257.8,1116,279,1163,356
Pterophyllum_Scalare_Y,257.8,829,292,904,371
Pterophyllum_Scalare_W,257.9,1116,279,1164,356
Pterophyllum_Scalare_Y,257.9,830,290,904,371
Pterophyllum_Scalare_BB,257.9,355,340,425,395
Pterophyllum_Scalare_YWB,257.9,87,318,115,407
Pterophyllum_Scalare_YWB,258.0,87,320,116,410
Pterophyllum_Scalare_Y,258.0,830,289,905,371
Pterophyllum_Scalare_W,258.0,1116,279,1163,356
Pterophyllum_Scalare_BB,258.0,355,340,423,395
Pterophyllum_Scalare_YWB,258.1,88,321,116,412
Pterophyllum_Scalare_Y,258.1,831,288,907,371
Pterophyllum_Scalare_W,258.1,1116,279,1163,356
Pterophyllum_Scalare_BB,258.1,354,340,423,395
Pterophyllum_Scalare_YWB,258.2,89,322,117,412
Pterophyllum_Scalare_BB,258.2,352,339,423,395
Pterophyllum_Scalare_W,258.2,1115,280,1163,357
Pterophyllum_Scalare_Y,258.2,832,287,906,371
Pterophyllum_Scalare_W,258.3,1116,280,1163,357
Pterophyllum_Scalare_Y,258.3,832,287,909,371
Pterophyllum_Scalare_BB,258.3,351,336,420,393
Pterophyllum_Scalare_YWB,258.3,90,323,118,413
Pterophyllum_Scalare_YWB,258.4,90,323,119,414
Pterophyllum_Scalare_W,258.4,1116,280,1162,356
Pterophyllum_Scalare_Y,258.4,833,287,907,372
Pterophyllum_Scalare_BB,258.4,355,332,418,392
Pterophyllum_Scalare_W,258.5,1117,280,1163,356
Pterophyllum_Scalare_Y,258.5,834,286,911,373
Pterophyllum_Scalare_BB,258.5,357,331,419,389
Pterophyllum_Scalare_YWB,258.5,91,323,120,414
Pterophyllum_Scalare_W,258.6,1117,280,1162,357
Pterophyllum_Scalare_Y,258.6,835,286,911,372
Pterophyllum_Scalare_YWB,258.6,92,324,120,415
Pterophyllum_Scalare_BB,258.6,360,330,419,389
Pterophyllum_Scalare_BB,258.7,367,330,422,386
Pterophyllum_Scalare_W,258.7,1118,280,1162,358
Pterophyllum_Scalare_Y,258.7,836,284,910,373
Pterophyllum_Scalare_YWB,258.7,93,326,122,416
Pterophyllum_Scalare_YWB,258.8,93,325,124,418
Pterophyllum_Scalare_W,258.8,1119,280,1162,358
G_Matriarche,258.8,162,307,214,333
Pterophyllum_Scalare_Y,258.8,837,286,913,373
Pterophyllum_Scalare_BB,258.8,374,332,424,391
Botia_Almorhae,258.8,810,567,847,597
Pterophyllum_Scalare_YWB,258.9,94,326,125,419
Pterophyllum_Scalare_BB,258.9,380,333,426,392
Pterophyllum_Scalare_W,258.9,1120,280,1162,358
Pterophyllum_Scalare_Y,258.9,837,284,913,372
Pterophyllum_Scalare_BB,259.0,385,334,428,393
G_Matriarche,259.0,160,311,204,337
Pterophyllum_Scalare_W,259.0,1121,280,1163,357
Pterophyllum_Scalare_Y,259.0,838,283,914,372
Pterophyllum_Scalare_YWB,259.0,94,327,128,420
Botia_Striata,259.0,799,563,846,597
G_Matriarche,259.1,159,312,198,338
Botia_Striata,259.1,794,561,847,599
Pterophyllum_Scalare_YWB,259.1,95,328,129,422
Pterophyllum_Scalare_Y,259.1,839,283,913,372
Pterophyllum_Scalare_BB,259.1,389,335,430,392
Pterophyllum_Scalare_W,259.1,1121,279,1164,358
Corydoras_Albinos,259.2,740,659,824,691
Pterophyllum_Scalare_W,259.2,1122,279,1164,357
Pterophyllum_Scalare_BB,259.2,392,334,435,393
Pterophyllum_Scalare_Y,259.2,840,283,913,370
G_Matriarche,259.2,160,314,195,342
Pterophyllum_Scalare_YWB,259.2,97,329,130,423
Botia_Striata,259.2,789,558,842,593
Pterophyllum_Scalare_YWB,259.3,99,330,132,423
Pterophyllum_Scalare_W,259.3,347,422,368,455
Botia_Striata,259.3,782,554,839,592
G_Matriarche,259.3,163,316,183,345
Pterophyllum_Scalare_Y,259.3,841,283,913,369
Pterophyllum_Scalare_W,259.3,1122,278,1165,357
Pterophyllum_Scalare_BB,259.3,395,334,439,395
Pterophyllum_Scalare_BB,259.4,398,334,441,395
Botia_Striata,259.4,777,552,839,594
Pterophyllum_Scalare_W,259.4,1124,279,1166,357
Pterophyllum_Scalare_Y,259.4,843,282,915,368
Pterophyllum_Scalare_YWB,259.4,100,331,134,424
Pterophyllum_Scalare_YWB,259.5,102,333,134,425
Pterophyllum_Scalare_W,259.5,1125,279,1166,356
Pterophyllum_Scalare_BB,259.5,400,333,444,395
Pterophyllum_Scalare_Y,259.5,844,283,916,367
Botia_Striata,259.5,774,551,837,594
Pterophyllum_Scalare_YWB,259.6,104,333,136,426
Botia_Striata,259.6,771,549,838,595
Pterophyllum_Scalare_BB,259.6,402,332,446,394
Pterophyllum_Scalare_Y,259.6,845,281,916,366
Pterophyllum_Scalare_W,259.6,1126,279,1167,355
Botia_Almorhae,259.7,371,363,407,447
Pterophyllum_Scalare_Y,259.7,847,282,920,364
Botia_Striata,259.7,767,547,843,593
Pterophyllum_Scalare_YWB,259.7,106,334,137,424
Pterophyllum_Scalare_BB,259.7,405,332,448,393
Pterophyllum_Scalare_W,259.7,1127,277,1169,355
Botia_Striata,259.8,763,541,831,592
Pterophyllum_Scalare_W,259.8,1128,276,1169,354
Botia_Almorhae,259.8,370,357,409,437
Pterophyllum_Scalare_YWB,259.8,107,334,138,423
Pterophyllum_Scalare_BB,259.8,407,330,450,394
Pterophyllum_Scalare_Y,259.8,849,282,918,364
Pterophyllum_Scalare_BB,259.9,409,331,451,394
Botia_Almorhae,259.9,371,356,409,442
Pterophyllum_Scalare_YWB,259.9,109,336,141,425
Botia_Striata,259.9,759,535,833,595
Pterophyllum_Scalare_W,259.9,1129,276,1170,354
Pterophyllum_Scalare_Y,259.9,851,279,920,362
Botia_Almorhae,260.0,367,354,408,441
Botia_Striata,260.0,751,529,821,591
Pterophyllum_Scalare_Y,260.0,853,282,921,361
Pterophyllum_Scalare_BB,260.0,410,331,453,395
Pterophyllum_Scalare_YWB,260.0,111,336,143,425
Pterophyllum_Scalare_W,260.0,1130,276,1171,353
Pterophyllum_Scalare_BB,260.1,411,330,454,394
Botia_Striata,260.1,744,524,818,581
Pterophyllum_Scalare_YWB,260.1,112,336,145,427
Pterophyllum_Scalare_W,260.1,1132,276,1173,353
Pterophyllum_Scalare_Y,260.1,854,279,922,360
Botia_Almorhae,260.1,366,356,407,440
Pterophyllum_Scalare_YWB,260.2,113,339,147,427
Botia_Striata,260.2,738,520,817,579
Pterophyllum_Scalare_Y,260.2,857,275,924,360
Pterophyllum_Scalare_W,260.2,1132,275,1174,353
Pterophyllum_Scalare_BB,260.2,413,330,455,396
Botia_Almorhae,260.2,366,357,406,442
Pterophyllum_Scalare_W,260.3,1133,275,1175,353
Pterophyllum_Scalare_BB,260.3,415,330,456,392
Pterophyllum_Scalare_YWB,260.3,115,341,150,429
Pterophyllum_Scalare_Y,260.3,859,277,925,358
Botia_Striata,260.3,733,516,812,573
Pterophyllum_Scalare_W,260.4,1134,275,1175,354
Botia_Striata,260.4,729,513,815,572
Botia_Almorhae,260.4,365,362,404,440
Pterophyllum_Scalare_YWB,260.4,116,343,153,429
Pterophyllum_Scalare_BB,260.4,417,330,458,390
Pterophyllum_Scalare_Y,260.4,861,281,924,359
Botia_Almorhae,260.5,364,362,402,441
Pterophyllum_Scalare_W,260.5,1135,274,1176,356
Botia_Striata,260.5,725,507,816,565
Pterophyllum_Scalare_YWB,260.5,118,342,154,431
Pterophyllum_Scalare_BB,260.5,420,330,459,389
Pterophyllum_Scalare_Y,260.5,863,277,925,356
G_Matriarche,260.6,186,324,240,352
Pterophyllum_Scalare_BB,260.6,421,329,459,388
Botia_Almorhae,260.6,363,366,401,439
Pterophyllum_Scalare_YWB,260.6,118,344,157,433
Botia_Striata,260.6,719,503,806,562
Pterophyllum_Scalare_W,260.6,1135,275,1177,356
Pterophyllum_Scalare_Y,260.6,865,277,928,353
Botia_Almorhae,260.7,361,369,401,437
Pterophyllum_Scalare_W,260.7,1136,275,1177,355
Pterophyllum_Scalare_BB,260.7,423,329,460,388
Pterophyllum_Scalare_Y,260.7,867,274,927,350
Pterophyllum_Scalare_YWB,260.7,120,345,159,432
G_Matriarche,260.7,183,324,238,352
Botia_Striata,260.7,712,501,805,558
Pterophyllum_Scalare_Y,260.8,870,272,930,347
Pterophyllum_Scalare_YWB,260.8,121,347,161,434
Botia_Striata,260.8,705,499,801,550
Pterophyllum_Scalare_W,260.8,1137,276,1178,357
Botia_Almorhae,260.8,362,372,400,436
Pterophyllum_Scalare_BB,260.8,424,328,460,387
G_Matriarche,260.8,179,325,236,352
Pterophyllum_Scalare_YWB,260.9,123,348,163,436
Botia_Almorhae,260.9,362,376,399,437
Pterophyllum_Scalare_Y,260.9,872,277,929,346
Botia_Striata,260.9,701,497,796,549
G_Matriarche,260.9,177,326,235,354
Pterophyllum_Scalare_W,260.9,1138,276,1178,356
Pterophyllum_Scalare_BB,260.9,426,327,461,387
G_Matriarche,261.0,174,327,232,354
Pterophyllum_Scalare_Y,261.0,873,271,930,346
Botia_Striata,261.0,696,494,792,548
Pterophyllum_Scalare_W,261.0,1138,277,1178,357
Botia_Almorhae,261.0,363,380,397,438
Corydoras_Albinos,261.0,716,629,766,658
Pterophyllum_Scalare_YWB,261.0,125,350,164,438
Pterophyllum_Scalare_BB,261.0,427,326,461,388
Pterophyllum_Scalare_W,261.1,1139,278,1179,357
Botia_Striata,261.1,694,491,787,546
Corydoras_Albinos,261.1,717,630,767,657
Pterophyllum_Scalare_YWB,261.1,126,351,167,439
Pterophyllum_Scalare_Y,261.1,874,273,932,345
Pterophyllum_Scalare_BB,261.1,427,325,461,388
G_Matriarche,261.1,171,329,227,356
Botia_Striata,261.2,691,487,785,546
Botia_Almorhae,261.2,690,487,784,546
Pterophyllum_Scalare_BB,261.2,427,324,461,388
Pterophyllum_Scalare_YWB,261.2,128,352,169,440
Pterophyllum_Scalare_Y,261.2,875,274,929,342
Pterophyllum_Scalare_W,261.2,1139,278,1179,360
G_Matriarche,261.2,168,331,222,357
Pterophyllum_Scalare_YWB,261.3,130,354,170,441
Pterophyllum_Scalare_W,261.3,1140,280,1179,361
Pterophyllum_Scalare_Y,261.3,877,269,936,342
Botia_Striata,261.3,689,485,782,545
G_Matriarche,261.3,164,332,220,359
Botia_Almorhae,261.3,380,360,411,440
Pterophyllum_Scalare_BB,261.3,428,324,461,389
Botia_Almorhae,261.4,379,356,418,444
Pterophyllum_Scalare_Y,261.4,878,271,933,344
Pterophyllum_Scalare_YWB,261.4,131,353,172,442
Botia_Striata,261.4,686,484,779,545
Pterophyllum_Scalare_W,261.4,1140,281,1180,362
G_Matriarche,261.4,162,333,217,361
Pterophyllum_Scalare_BB,261.4,429,323,461,388
Pterophyllum_Scalare_BB,261.5,430,323,460,389
G_Matriarche,261.5,161,336,215,362
Pterophyllum_Scalare_YWB,261.5,133,354,174,445
Botia_Almorhae,261.5,685,482,777,545
Botia_Striata,261.5,686,482,777,545
Pterophyllum_Scalare_Y,261.5,879,274,930,346
Pterophyllum_Scalare_W,261.5,1140,284,1180,362
Corydoras_Albinos,261.5,713,632,756,688
Botia_Almorhae,261.5,375,351,422,435
Botia_Almorhae,261.6,381,351,423,428
Corydoras_Albinos,261.6,712,635,756,695
G_Matriarche,261.6,162,339,213,363
Pterophyllum_Scalare_Y,261.6,881,270,931,340
Pterophyllum_Scalare_BB,261.6,430,323,460,388
Pterophyllum_Scalare_YWB,261.6,135,356,176,447
Pterophyllum_Scalare_W,261.6,1140,284,1180,364
Botia_Striata,261.6,686,483,776,545
Pterophyllum_Scalare_YWB,261.7,137,359,182,445
G_Matriarche,261.7,157,343,207,367
Pterophyllum_Scalare_W,261.7,1140,286,1180,365
Botia_Striata,261.7,690,480,771,545
Corydoras_Albinos,261.7,711,629,755,694
Pterophyllum_Scalare_Y,261.7,880,273,932,338
Botia_Almorhae,261.7,380,353,422,436
Pterophyllum_Scalare_BB,261.7,429,323,460,390
Pterophyllum_Scalare_W,261.8,1140,287,1180,367
G_Matriarche,261.8,147,347,202,374
Pterophyllum_Scalare_BB,261.8,429,323,460,392
Pterophyllum_Scalare_Y,261.8,879,273,932,337
Botia_Almorhae,261.8,379,359,418,449
Botia_Almorhae,261.8,685,466,759,539
Pterophyllum_Scalare_YWB,261.8,139,366,186,445
Pterophyllum_Scalare_Y,261.9,883,273,934,334
Botia_Almorhae,261.9,378,367,416,443
Pterophyllum_Scalare_W,261.9,1141,289,1180,369
Corydoras_Albinos,261.9,712,627,757,691
Pterophyllum_Scalare_BB,261.9,428,323,459,392
Pterophyllum_Scalare_YWB,261.9,140,367,191,447
Botia_Almorhae,261.9,684,463,758,545
Pterophyllum_Scalare_BB,262.0,428,323,459,391
Pterophyllum_Scalare_YWB,262.0,142,369,195,450
Pterophyllum_Scalare_Y,262.0,885,272,932,336
Botia_Almorhae,262.0,381,375,418,460
Corydoras_Albinos,262.0,712,627,752,689
Pterophyllum_Scalare_W,262.0,1140,290,1180,369
Pterophyllum_Scalare_BB,262.1,426,323,458,392
Pterophyllum_Scalare_Y,262.1,884,274,929,332
Pterophyllum_Scalare_W,262.1,1140,292,1180,371
Botia_Almorhae,262.1,381,372,419,447
Pterophyllum_Scalare_YWB,262.1,143,372,200,450
Pterophyllum_Scalare_W,262.2,1140,293,1180,371
Botia_Striata,262.2,674,445,743,519
Pterophyllum_Scalare_Y,262.2,885,273,931,330
Botia_Almorhae,262.2,381,374,420,452
Pterophyllum_Scalare_YWB,262.2,147,373,204,448
Pterophyllum_Scalare_BB,262.2,425,324,457,393
Pterophyllum_Scalare_Y,262.3,885,273,928,331
Pterophyllum_Scalare_BB,262.3,427,325,457,395
Pterophyllum_Scalare_W,262.3,1139,294,1180,372
Botia_Almorhae,262.3,384,374,423,454
Pterophyllum_Scalare_YWB,262.3,150,365,208,448
G_Matriarche,262.3,121,374,171,401
Botia_Striata,262.3,666,440,738,498
Botia_Almorhae,262.4,386,374,427,451
G_Matriarche,262.4,119,381,169,405
Pterophyllum_Scalare_W,262.4,1139,295,1180,373
Pterophyllum_Scalare_YWB,262.4,154,364,211,449
Pterophyllum_Scalare_BB,262.4,423,326,457,395
Pterophyllum_Scalare_Y,262.4,885,273,929,336
Botia_Striata,262.4,660,436,742,494
Botia_Striata,262.5,655,433,741,494
Pterophyllum_Scalare_BB,262.5,420,327,455,394
G_Matriarche,262.5,119,384,168,410
Pterophyllum_Scalare_W,262.5,1140,295,1181,373
Pterophyllum_Scalare_YWB,262.5,158,363,215,449
Pterophyllum_Scalare_Y,262.5,885,273,925,330
Botia_Almorhae,262.5,390,374,432,455
Pterophyllum_Scalare_B,262.6,913,572,961,646
Pterophyllum_Scalare_BB,262.6,413,328,453,391
Pterophyllum_Scalare_W,262.6,1140,297,1180,374
Pterophyllum_Scalare_YWB,262.6,159,368,219,450
G_Matriarche,262.6,117,387,167,416
Pterophyllum_Scalare_Y,262.6,883,274,929,332
Botia_Striata,262.6,651,430,741,491
G_Matriarche,262.7,117,388,165,420
Pterophyllum_Scalare_W,262.7,1140,297,1180,373
Pterophyllum_Scalare_B,262.7,912,569,962,649
Botia_Striata,262.7,646,428,733,486
Pterophyllum_Scalare_BB,262.7,407,329,452,403
Pterophyllum_Scalare_YWB,262.7,158,374,222,448
Pterophyllum_Scalare_YWB,262.8,156,371,223,449
Botia_Striata,262.8,639,425,723,482
G_Matriarche,262.8,115,393,160,423
Pterophyllum_Scalare_B,262.8,905,571,963,644
Pterophyllum_Scalare_W,262.8,1141,296,1181,373
Pterophyllum_Scalare_BB,262.8,402,329,451,403
Pterophyllum_Scalare_W,262.9,1142,297,1181,372
Pterophyllum_Scalare_BB,262.9,396,328,450,404
Botia_Striata,262.9,635,421,718,476
Pterophyllum_Scalare_YWB,262.9,159,364,225,450
G_Matriarche,262.9,114,396,159,425
G_Matriarche,263.0,115,396,159,428
Pterophyllum_Scalare_YWB,263.0,165,363,226,450
Botia_Striata,263.0,630,417,706,465
Pterophyllum_Scalare_W,263.0,1142,297,1180,372
Pterophyllum_Scalare_B,263.0,894,559,966,651
Pterophyllum_Scalare_BB,263.0,391,328,450,407
Pterophyllum_Scalare_BB,263.1,386,328,450,406
Pterophyllum_Scalare_YWB,263.1,168,363,229,450
G_Matriarche,263.1,114,395,158,429
Pterophyllum_Scalare_W,263.1,1143,298,1181,371
Botia_Striata,263.1,631,414,695,458
G_Matriarche,263.2,114,395,156,431
Pterophyllum_Scalare_W,263.2,1144,298,1181,373
Pterophyllum_Scalare_BB,263.2,382,328,449,405
Botia_Striata,263.2,630,410,691,454
Pterophyllum_Scalare_YWB,263.2,170,363,230,450
Botia_Striata,263.3,628,407,690,454
Pterophyllum_Scalare_BB,263.3,378,327,447,405
G_Matriarche,263.3,118,396,154,430
Pterophyllum_Scalare_YWB,263.3,173,365,232,450
Corydoras_Albinos,263.3,716,629,765,656
Pterophyllum_Scalare_W,263.3,1144,299,1180,372
Pterophyllum_Scalare_BB,263.4,374,326,445,405
Pterophyllum_Scalare_YWB,263.4,174,366,233,450
Pterophyllum_Scalare_W,263.4,1144,300,1180,372
Botia_Striata,263.4,626,405,686,450
Pterophyllum_Scalare_BB,263.5,371,325,442,404
Pterophyllum_Scalare_W,263.5,1144,300,1180,373
Pterophyllum_Scalare_YWB,263.5,174,366,234,452
Pterophyllum_Scalare_YWB,263.6,174,364,235,452
Pterophyllum_Scalare_W,263.6,1144,301,1179,373
Botia_Striata,263.6,624,402,687,447
Corydoras_Albinos,263.6,717,628,766,656
Pterophyllum_Scalare_BB,263.6,368,324,441,401
Pterophyllum_Scalare_BB,263.7,366,320,442,402
Pterophyllum_Scalare_YWB,263.7,176,364,236,452
Corydoras_Albinos,263.7,716,629,765,656
Corydoras_Albinos,263.7,708,640,748,695
Pterophyllum_Scalare_W,263.7,1144,302,1179,375
Pterophyllum_Scalare_YWB,263.8,177,363,236,452
Pterophyllum_Scalare_W,263.8,1144,302,1180,376
Botia_Almorhae,263.8,625,400,692,448
Pterophyllum_Scalare_BB,263.8,365,320,441,400
Pterophyllum_Scalare_W,263.9,1143,304,1180,377
Pterophyllum_Scalare_B,263.9,830,564,912,651
Pterophyllum_Scalare_BB,263.9,364,319,437,399
Botia_Striata,263.9,626,399,690,447
Pterophyllum_Scalare_YWB,263.9,177,363,237,453
Pterophyllum_Scalare_BB,264.0,360,319,434,388
Pterophyllum_Scalare_YWB,264.0,177,361,237,452
Botia_Striata,264.0,628,400,691,444
Pterophyllum_Scalare_W,264.0,1144,304,1180,378
Pterophyllum_Scalare_B,264.1,820,564,904,649
Pterophyllum_Scalare_YWB,264.1,179,361,237,452
Pterophyllum_Scalare_W,264.1,1143,304,1180,379
Pterophyllum_Scalare_BB,264.1,358,321,418,399
Pterophyllum_Scalare_BB,264.2,357,323,411,399
Pterophyllum_Scalare_W,264.2,1143,304,1180,380
Pterophyllum_Scalare_B,264.2,817,565,898,651
Botia_Striata,264.2,628,401,691,446
Pterophyllum_Scalare_YWB,264.2,180,361,237,453
Pterophyllum_Scalare_W,264.3,1142,305,1181,380
Botia_Striata,264.3,630,402,690,447
Pterophyllum_Scalare_BB,264.3,358,322,410,400
Pterophyllum_Scalare_B,264.3,815,566,896,651
Pterophyllum_Scalare_YWB,264.3,181,363,239,454
Pterophyllum_Scalare_B,264.4,814,564,895,650
Pterophyllum_Scalare_BB,264.4,359,322,408,400
Pterophyllum_Scalare_W,264.4,1141,306,1180,381
Pterophyllum_Scalare_YWB,264.4,182,364,240,457
Botia_Striata,264.4,630,401,690,446
Pterophyllum_Scalare_YWB,264.5,182,365,241,459
Botia_Striata,264.5,630,401,687,446
Pterophyllum_Scalare_W,264.5,1141,307,1180,380
Pterophyllum_Scalare_B,264.5,814,560,896,650
Pterophyllum_Scalare_BB,264.5,359,321,410,400
Pterophyllum_Scalare_YWB,264.6,181,365,242,459
